family,subfamily,tribe,subtribe,genus,species,subspecies
Pieridae,Pierinae,Pierini,Aporiina,Aporia,Aporia acraea,"Aporia acraea acraea (Oberth¨¹r, 1886)"
Pieridae,Pierinae,Pierini,Aporiina,Aporia,Aporia acraea,"Aporia acraea lotis (Leech, 1890)"
Pieridae,Pierinae,Pierini,Aporiina,Aporia,Aporia acraea,"Aporia tayiensis Yoshino, 1995"
Pieridae,Pierinae,Pierini,Aporiina,Aporia,Aporia acraea,"Aporia acraea wolongensis Yoshino, 1995"
Pieridae,Pierinae,Pierini,Aporiina,Aporia,Aporia agathon,"Aporia agathon agathon Gray, 1831"
Pieridae,Pierinae,Pierini,Aporiina,Aporia,Aporia agathon,"Aporia agathon bifurcata Tytler, 1939"
Pieridae,Pierinae,Pierini,Aporiina,Aporia,Aporia agathon,"Aporia agathon lemoulti Bernardi, 1944"
Pieridae,Pierinae,Pierini,Aporiina,Aporia,Aporia agathon,"Aporia agathon omotoi Yoshino, 2003"
Pieridae,Pierinae,Pierini,Aporiina,Aporia,Aporia agathon,"Aporia agathon sapaensis Funahashi, 2003"
Pieridae,Pierinae,Pierini,Aporiina,Aporia,Aporia crataegi,"Aporia crataegi crataegi (Linnaeus, 1758)"
Pieridae,Pierinae,Pierini,Aporiina,Aporia,Aporia crataegi,"Aporia crataegi hyalina R<U+00F6>ber, 1907"
Pieridae,Pierinae,Pierini,Aporiina,Aporia,Aporia crataegi,"Aporia crataegi pellucida R<U+00F6>ber, 1907"
Pieridae,Pierinae,Pierini,Aporiina,Aporia,Aporia crataegi,"Aporia crataegi shugnana Sheljuzhko, 1925"
Pieridae,Pierinae,Pierini,Aporiina,Aporia,Aporia gigantea,"Aporia gigantea cheni Y.F.Hsu & Chou, 1999"
Pieridae,Pierinae,Pierini,Aporiina,Aporia,Aporia gigantea,"Aporia gigantea gigantea Koiwaya, 1993"
Pieridae,Pierinae,Pierini,Aporiina,Aporia,Aporia leucodice,"Aporia leucodice aryana Wyatt & Omoto, 1966"
Pieridae,Pierinae,Pierini,Aporiina,Aporia,Aporia leucodice,"Aporia leucodice (Eversmann, 1843)"
Pieridae,Pierinae,Pierini,Aporiina,Aporia,Aporia leucodice,"Bull. Soc. Imp. Nat. Moscou, 16(3):541, t.7, f.2a-b"
Pieridae,Pierinae,Pierini,Aporiina,Aporia,Aporia martineti,"Aporia martineti konbogyandaensis Yoshino, 1998"
Pieridae,Pierinae,Pierini,Aporiina,Aporia,Aporia martineti,"Aporia martineti martineti (Oberth¨¹r, 1884)"
Pieridae,Pierinae,Pierini,Aporiina,Aporia,Aporia potanini,"Aporia potanini huanghaoi F. Yuan & C.S. Wu, 2005"
Pieridae,Pierinae,Pierini,Aporiina,Aporia,Aporia potanini,"Aporia potanini potanini Alph¨¦raky, 1892"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Archonoia,"Catasticta ludovici Eitschberger & Racheli, 1998"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Archonoia,"Catasticta (Archonoia) hebra (Lucas, 1852)"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Archonoia,"Catasticta huancabambensis Joicey & Rosenberg, 1915"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Archonoia,"Catasticta pluvius Tessmann, 1928"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Archonoia,"Catasticta potameoides Reissinger, 1972"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Archonoia,"Catasticta sella Eitschberger & Racheli, 1998"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Archonoia,"Catasticta teutamis (Hewitson, 1860)"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta,"Catasticta flisa (Herrich-Sch<U+00E4>ffer, 1858)"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta,"Catasticta huebneri' Lathy & Rosenberg, 1912"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta,"Catasticta nimbice (Boisduval, 1836)"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta,"Catasticta theresa Butler & Druce, 1874"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta,"Catasticta lanceolata Lathy & Rosenberg, 1912"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta,"Catasticta philoscia (C. Felder & R. Felder, 1861)"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta,"Catasticta pyrczi Bollino, 2008"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta,"Catasticta lisa Baumann & Reissinger, 1969"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta,"Catasticta prioneris (Hopffer, 1874)"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta,"Catasticta sisamnus (Fabricius, 1793)"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta,"Catasticta pillcopata Bollino, 2008"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta,"Catasticta seitzi Lathy & Rosenberg, 1912"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta,"Catasticta troezene (C. Felder & R. Felder, [1865])"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Hesperochoia,"Catasticta chrysolopha Kollar, 1850"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Hesperochoia,"Catasticta revancha Rey & Pyrcz, 1996"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Hesperochoia,"Catasticta thomasorum Jasi¨½ski, 1998"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta (Leodontoia),"Catasticta (Leodontoia) amastris (Hewitson, 1874)"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta (Leodontoia),"Catasticta (Leodontoia) marcapita R<U+00F6>ber, 1909"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta (Leodontoia),"Catasticta (Leodontoia) semiramis (Lucas, 1852)"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta (Leodontoia),"Catasticta (Leodontoia) socorrensis Fassl, 1915"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta (Leodontoia),"Catasticta (Leodontoia) striata Eitschberger & Racheli, 1998"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta (Leodontoia),"Catasticta (Leodontois) coerulescens (Eitschberger & T.Racheli, 1998)"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta (Leodontoia),"Catasticta (Leodontois) rochereaui Le Cerf, 1924"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta amastris,"Catasticta amastris amastris (Hewitson, 1874)"
Pieridae,Pierinae,Pierini,Aporiina,Leodontoia,Catasticta amastris,"Catasticta amastris amastris (Hewitson, 1874)"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta amastris,"Catasticta amastris dentata Lathy & Rosenberg, 1912"
Pieridae,Pierinae,Pierini,Aporiina,Leodontoia,Catasticta amastris,"Catasticta amastris dentata Lathy & Rosenberg, 1912"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta amastris,"Catasticta amastris jimbura Bollino & Vitale, 2002"
Pieridae,Pierinae,Pierini,Aporiina,Leodontoia,Catasticta amastris,"Catasticta amastris jimbura Bollino & Vitale, 2002"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta apaturina,"Catasticta apaturina citra Brown, 1939"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta apaturina,"Catasticta apaturina subturina Reisser, 1972"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta apaturina,"Catasticta apaturina supraturina Reisser, 1972"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta chrysolopha,"Catasticta chrysolopha beatrizae Bollino & Costa, 2007"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta cinerea,"Catasticta cinerea cinerea Butler, 1897"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta cinerea,"Catasticta cinerea farallonensis Rodr¨ªguez, 2016"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta cinerea,"Catasticta cinerea laurentina Eitschberger & Racheli, 1998"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta cinerea,"Catasticta cinerea suprema Fassl, 1915"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta coerulescens,"Catasticta coerulescens coerulescens (Eitschberger & T.Racheli, 1998)"
Pieridae,Pierinae,Pierini,Aporiina,Leodontoia,Catasticta coerulescens,"Catasticta coerulescens coerulescens (Eitschberger & T.Racheli, 1998)"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta coerulescens,"Catasticta coerulescens intimpa Bollino & Boyer, 2008"
Pieridae,Pierinae,Pierini,Aporiina,Leodontoia,Catasticta coerulescens,"Catasticta coerulescens intimpa Bollino & Boyer, 2008"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta ctemene,"Catasticta ctemene ctemene (Hewitson, 1869)"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta ctemene,"Catasticta ctemene pitalito Rodr¨ªguez, 2016"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta hegemon,"Catasticta hegemon helle R<U+00F6>ber, 1924"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta hegemon,"Catasticta hegemon tatae Brown, 1939"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta huancabambensis,"Catasticta huancabambensis huancabambensis Joicey & Rosenberg, 1915"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta lanceolata,"Catasticta lanceolata lanceolata Lathy & Rosenberg, 1912"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta marcapita,"Catasticta marcapita boettgeri Lamas & Bollino, 2004"
Pieridae,Pierinae,Pierini,Aporiina,Leodontoia,Catasticta marcapita,"Catasticta marcapita boettgeri Lamas & Bollino, 2004"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta marcapita,"Catasticta marcapita marcapita R<U+00F6>ber, 1909"
Pieridae,Pierinae,Pierini,Aporiina,Leodontoia,Catasticta marcapita,"Catasticta marcapita marcapita R<U+00F6>ber, 1909"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta marcapita,"Catasticta marcapita roberti Reissinger, 1972"
Pieridae,Pierinae,Pierini,Aporiina,Leodontoia,Catasticta marcapita,"Catasticta marcapita roberti Reissinger, 1972"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta nimbice,"Catasticta nimbice ligataa Eitschberger & Racheli, 1998"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta nimbice,"Catasticta nimbice nimbice (Boisduval, 1836)"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta nimbice,"Catasticta nimbice ochracea (Bates, 1864)"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta philoscia,"Catasticta philoscia philoscia (C. Felder & R. Felder, 1861)"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta philoscia,"Catasticta philoscia reyi Bollino & Costa, 2007"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta pluvius,"Catasticta pluvius seminigra Bollino & Vitale, 2004"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta prioneris,"Catasticta prioneris araguana Eitschberger & Racheli, 1998"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta prioneris,"Catasticta prioneris estancia Eitschberger & Racheli, 1998"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta prioneris,"Catasticta prioneris parrishi Bollino & Costa, 2007"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta prioneris,"Catasticta prioneris peruviana Joicey & Talbot, 1918"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta prioneris,"Catasticta prioneris prioneris (Hopffer, 1874)"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta rochereaui,"Catasticta rochereaui hollandi Avinoff, 1926"
Pieridae,Pierinae,Pierini,Aporiina,Leodontoia,Catasticta rochereaui,"Catasticta rochereaui hollandi Avinoff, 1926"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta rochereaui,"Catasticta rochereaui laurentina Eitschberger & Racheli, 1998"
Pieridae,Pierinae,Pierini,Aporiina,Leodontoia,Catasticta rochereaui,"Catasticta rochereaui laurentina Eitschberger & Racheli, 1998"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta rochereaui,"Catasticta rochereaui rochereaui Le Cerf, 1924"
Pieridae,Pierinae,Pierini,Aporiina,Leodontoia,Catasticta rochereaui,"Catasticta rochereaui rochereaui Le Cerf, 1924"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta seitzi,"Catasticta seitzi clarita Bollino & Costa, 2007"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta seitzi,"Catasticta seitzi seitzi Lathy & Rosenberg, 1912"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta seitzi,"Catasticta seitzi zana Brown, 1939"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta sella,"Catasticta sella sella Eitschberger & Racheli, 1998"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta semiramis,"Catasticta semiramis belmira Bollino & Rodr¨ªguez, 2003"
Pieridae,Pierinae,Pierini,Aporiina,Leodontoia,Catasticta semiramis,"Catasticta semiramis belmira Bollino & Rodr¨ªguez, 2003"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta semiramis,"Catasticta semiramis costarum Bollino & Lamas, 2004"
Pieridae,Pierinae,Pierini,Aporiina,Leodontoia,Catasticta semiramis,"Catasticta semiramis costarum Bollino & Lamas, 2004"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta semiramis,"Catasticta semiramis palla Brown, 1939"
Pieridae,Pierinae,Pierini,Aporiina,Leodontoia,Catasticta semiramis,"Catasticta semiramis palla Brown, 1939"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta semiramis,"Catasticta semiramis semiramis (Lucas, 1852)"
Pieridae,Pierinae,Pierini,Aporiina,Leodontoia,Catasticta semiramis,"Catasticta semiramis semiramis (Lucas, 1852)"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta semiramis,"Catasticta semiramis willmotti Bollino & Lamas, 2004"
Pieridae,Pierinae,Pierini,Aporiina,Leodontoia,Catasticta semiramis,"Catasticta semiramis willmotti Bollino & Lamas, 2004"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta sisamnus,"Catasticta sisamnus bithyna R<U+00F6>ber, 1924"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta sisamnus,"Catasticta sisamnus merida Eitschberger & Racheli, 1998"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta sisamnus,"Catasticta sisamnus sisamnus (Fabricius, 1793)"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta sisamnus,"Catasticta sisamnus smalli Eitschberger & Racheli, 1998"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta sisamnus,"Catasticta sisamnus telasco (Lucas, 1852)"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta socorrensis,"Catasticta socorrensis cotopaxiensis Eitschberger & T. Racheli, 1998"
Pieridae,Pierinae,Pierini,Aporiina,Leodontoia,Catasticta socorrensis,"Catasticta socorrensis cotopaxiensis Eitschberger & T. Racheli, 1998"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta socorrensis,"Catasticta socorrensis socorrensis Fassl, 1915"
Pieridae,Pierinae,Pierini,Aporiina,Leodontoia,Catasticta socorrensis,"Catasticta socorrensis socorrensis Fassl, 1915"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta striata,"Catasticta striata batesi Eitschberger & Racheli, 1998"
Pieridae,Pierinae,Pierini,Aporiina,Leodontoia,Catasticta striata,"Catasticta striata batesi Eitschberger & Racheli, 1998"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta striata,"Catasticta striata jimbura Bollino & Vitale, 2002"
Pieridae,Pierinae,Pierini,Aporiina,Leodontoia,Catasticta striata,"Catasticta striata jimbura Bollino & Vitale, 2002"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta striata,"Catasticta striata striata Eitschberger & Racheli, 1998"
Pieridae,Pierinae,Pierini,Aporiina,Leodontoia,Catasticta striata,"Catasticta striata striata Eitschberger & Racheli, 1998"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta teutamis,"Catasticta teutamis teutamis (Hewitson, 1860)"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta thomasorum,"Catasticta thomasorum thomasorum Jasi¨½ski, 1998"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta troezene,"Catasticta troezene troezene (C. Felder & R. Felder, [1865])"
Pieridae,Pierinae,Pierini,Aporiina,Catasticta,Catasticta troezene,"Catasticta troezene troezenides R<U+00F6>ber, [1908]"
Pieridae,Pierinae,Pierini,Aporiina,Cepora,Cepora aspasia,"Cepora aspasia aspasia (Stoll, 1790)"
Pieridae,Pierinae,Pierini,Aporiina,Cepora,Cepora aspasia,"Cepora aspasia jael (Wallace, 1867)"
Pieridae,Pierinae,Pierini,Aporiina,Cepora,Cepora aspasia,"Cepora aspasia talautensis Niepelt, 1926"
Pieridae,Pierinae,Pierini,Aporiina,Cepora,Cepora boisduvaliana,"Cepora boisduvaliana boisduvaliana C. Felder & R. Felder, 1862"
Pieridae,Pierinae,Pierini,Aporiina,Cepora,Cepora boisduvaliana,"Cepora boisduvaliana sibuyanensis Schr<U+00F6>der, 1977"
Pieridae,Pierinae,Pierini,Aporiina,Cepora,Cepora celebensis,"Cepora celebensis celebensis (Fruhstorfer, 1899)"
Pieridae,Pierinae,Pierini,Aporiina,Cepora,Cepora celebensis,"Cepora celebensis kazuyoe Watanabe, 1987"
Pieridae,Pierinae,Pierini,Aporiina,Cepora,Cepora eperia,"Cepora eperia eperia (Boisduval, 1836)"
Pieridae,Pierinae,Pierini,Aporiina,Cepora,Cepora eperia,"Cepora eperia flava Iwasaki & Yata, 2005"
Pieridae,Pierinae,Pierini,Aporiina,Cepora,Cepora eurygonia,"Cepora eurygonia eurygonia Hopffer, 1874"
Pieridae,Pierinae,Pierini,Aporiina,Cepora,Cepora fora,"Cepora fora fora (Fruhstorfer, 1897)"
Pieridae,Pierinae,Pierini,Aporiina,Cepora,Cepora fora,"Cepora fora milos Watanabe, 1987"
Pieridae,Pierinae,Pierini,Aporiina,Cepora,Cepora fora,"Cepora fora papayatana Watanabe, 1987"
Pieridae,Pierinae,Pierini,Aporiina,Cepora,Cepora iudith,"Cepora iudith belitungensis Hanafusa, 1999"
Pieridae,Pierinae,Pierini,Aporiina,Cepora,Cepora iudith,"Cepora iudith beta Abang , Treadaway & H.G. Schroeder, 2004"
Pieridae,Pierinae,Pierini,Aporiina,Cepora,Cepora iudith,"Cepora iudith iudith (Fabricius, 1787)"
Pieridae,Pierinae,Pierini,Aporiina,Cepora,Cepora iudith,"Cepora iudith jemajaensis Hanafusa, 1999"
Pieridae,Pierinae,Pierini,Aporiina,Cepora,Cepora iudith,"Cepora iudith mentawaica Hanafusa, 1994"
Pieridae,Pierinae,Pierini,Aporiina,Cepora,Cepora perimale,"Cepora perimale kuehni (R<U+00F6>ber, 1885)"
Pieridae,Pierinae,Pierini,Aporiina,Cepora,Cepora perimale,"Cepora perimale perimale (Donovan, 1805)"
Pieridae,Pierinae,Pierini,Aporiina,Cepora,Cepora perimale,"Cepora perimale tuekangbesiensis (Jurriaanse & Lindemans, 1920)"
Pieridae,Pierinae,Pierini,Aporiina,Cepora,Cepora timnatha,"Cepora timnatha aurulenta (Fruhstorfer, 1899)"
Pieridae,Pierinae,Pierini,Aporiina,Cepora,Cepora timnatha,"Cepora timnatha butona Iwasaki & Yata, 2005"
Pieridae,Pierinae,Pierini,Aporiina,Cepora,Cepora timnatha,"Cepora timnatha filia (Fruhstorfer, 1902)"
Pieridae,Pierinae,Pierini,Aporiina,Cepora,Cepora timnatha,"Cepora timnatha filiola (Fruhstorfer, 1899)"
Pieridae,Pierinae,Pierini,Aporiina,Cepora,Cepora timnatha,"Cepora timnatha soror (Fruhstorfer, 1899)"
Pieridae,Pierinae,Pierini,Aporiina,Cepora,Cepora timnatha,"Cepora timnatha timnatha Hewitson, 1862"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aglaia,"Delias aglaia aglaia Linnaeus, 1758"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aglaia,"Delias aglaia angustifascia Rothschild, 1915"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aglaia,"Delias aglaia balabaca Fruhstorfer, 1911"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aglaia,"Delias aglaia beata Fruhstorfer, 1905"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aglaia,"Delias aglaia curasena Fruhstorfer, 1908"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aglaia,"Delias aglaia cyrania Fruhstorfer, 1913"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aglaia,"Delias aglaia dione Drury, 1773"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aglaia,"Delias aglaia egialea Cramer, 1777"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aglaia,"Delias aglaia goda Fruhstorfer, 1905"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aglaia,"Delias aglaia grisea Fruhstorfer, 1897"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aglaia,"Delias aglaia hitomaroi Nakano, 1993"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aglaia,"Delias aglaia horracki Joicey & Talbot, 1916"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aglaia,"Delias aglaia mera Talbot, 1928"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aglaia,"Delias aglaia nigrescens Talbot, 1928"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aglaia,"Delias aglaia pandecta Staudinger, 1869"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aglaia,"Delias aglaia parthenope Wallace, 1867"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aglaia,"Delias aglaia porsenna Cramer, 1775"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aglaia,"Delias aglaia premo Tsukada, 1987"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aglaia,"Delias aglaia siamensis Talbot, 1928"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aglaia,"Delias aglaia silviae Jakusch, 2003"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aglaia,"Delias aglaia tabitoi Nakano, 1993"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aglaia,"Delias aglaia takasugii Nakano, 1993"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aglaia,"Delias aglaia thyra Fruhstorfer, 1895"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aglaia,"Delias aglaia triglites Talbot, 1928"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aglaia,"Delias aglaia yakamochii Nakano, 1993"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aglaia,"Delias aglaia yoshidai Nakano & Morita, 1993"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias benasu,"Delias benasu arimai Yamauchi , Yata & Peggie, 2003"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias benasu,"Delias benasu benasu Martin, 1912"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias crithoe,"Delias crithoe bromo Fruhstorfer, 1893"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias crithoe,"Delias crithoe centralis Toxopeus, 1949"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias crithoe,"Delias crithoe cherima Toxopeus, 1949"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias crithoe,"Delias crithoe chrysendeta Fruhstorfer, 1910"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias crithoe,"Delias crithoe crithoe Boisduval, 1836"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias crithoe,"Delias crithoe dymas de Niceville, 1894"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias crithoe,"Delias crithoe perextensa Toxopeus, 1950"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias crithoe,"Delias crithoe radiata Toxopeus, 1949"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias crithoe,"Delias crithoe tobahana Rogenhofer, 1893"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias crithoe,"Delias crithoe villia Fruhstorfer, 1910"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias henningia,"Delias henningia camotana Fruhstorfer, 1910"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias henningia,"Delias henningia henningia Eschscholz, 1821"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias henningia,"Delias henningia ochreopicta Butler, 1869"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias henningia,"Delias henningia palawana Yagishita, 1993"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias henningia,"Delias henningia pandemia Wallace, 1867"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias henningia,"Delias henningia romblonensis Nakano & Yagishita, 1993"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias henningia,"Delias henningia voconia Fruhstorfer, 1910"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias ninus,"Delias ninus alluviorum Fruhstorfer, 1905"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias ninus,"Delias ninus babai Yagishita, 1997"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias ninus,"Delias ninus ninus (Wallace, 1867)"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias ninus,"Delias ninus parthenia Staudinger, 1892"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias ninus,"Delias ninus saranensis Yagishita, 1993"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias ninus,"Delias ninus shoujii Yagishita, 1993"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias ottonia,"Delias ottonia ottonia Semper, 1890"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias ottonia,Delias ottonia surigaoensis Yagishita & Morita
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias ottonia,"Delias ottonia semperorum Schroeder & Treadaway, 2009"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias pasithoe,"Delias pasithoe angustifascia Rothschild, 1915"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias pasithoe,"Delias pasithoe balabaca Fruhstorfer, 1911"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias pasithoe,"Delias pasithoe beata Fruhstorfer, 1905"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias pasithoe,"Delias pasithoe curasena Fruhstorfer, 1908"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias pasithoe,Delias pasithoe cyrania Fruhstorfer 1913
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias pasithoe,Delias pasithoe dione Drury 1773
